C_ID,T_ID,Text,Completion
1007,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 재앙이도 지ㅈ된거정도는알고있다 전라도사람들이라도 잡을려고 저러는거다 ㅋㅋ,
유저1: 대중에게 빚? 이런 기사에 놀아나는 대중은 바보다양쪽 언플 그만!,
유저0: 미친척하고 만났어야지,
유저0: 일본애들 갈굴려고 데려왔잖아 일제시대 복수할려고,
유저2: 전지현은 게스트로 안 나옴?,
유저1: 결혼하고 도장찍는 순간 넌 저 엄마뻘 할머니에게 법적으로 묶이는거야 짜식아,
유저0: 나이살 쳐묵고 애한테 싫은소리 듣고 ...간첩문재앙.수석대변인","욕설/비하/모욕,중립,중립,중립,중립,중립,성희롱/혐오"
1008,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 이세끼는 정신차릴려면 멀었다",욕설/비하/모욕
1009,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 일부러 여성의류 찾아 다니는건 그만해라.",중립
1010,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 생긴대로 놀고있네 ㅎㅎ 정신병자,
유저0: 미모는 옘병ㅋㅋㅋㅋㅋㅋㅋㅋ써클렌즈에 화장 떡칠 극혐,
유저0: 정신나간년이네~ 지가 자초한거지 늙으니가 볼품이 하나없구나","성희롱/혐오,욕설/비하/모욕,욕설/비하/모욕"
1011,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 팩트라면 난 대찬성.. 더불어 손예진과 현빈도 너무 잘어울림,
유저0: 애도 없는데 이혼이 뭐 대수냐. 잘들 살아라 각자.","중립,중립"
1012,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 문슬람도 있는데....박진영 마녀사냥???,
유저0: 게이냐 어떻게 이런말을하지??? ㅋㅋ,
유저1: 개독 사이비 다 죽여야한다,
유저2: 민주당대통령.. ㅎㅎ,
유저1: 솔까 저얼굴에 돈없으면 처다도안봄,
유저1: 여자가 결혼할때 집 해오면 저런꼴 안당함. 결혼할때 남자가 더 많은 비용을 내는 집은 저런거 다 감수한 거 아님???","성희롱/혐오,성희롱/혐오,성희롱/혐오,중립,성희롱/혐오,성희롱/혐오"
1013,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 고 어린것이랑 이것저것 부럽네ㅎㅎ,
유저0: 글쎄? 왜 지금 와서 ? YG?적당히 하자ㅠ대중이 그렇게 바보로 보이니? 보기싫다,
유저1: 남자애 인상 별로 안좋네,
유저1: 임신이벼슬인줄아는여자들에 비해 최고십니다","중립,중립,중립,성희롱/혐오"
1014,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 신천지나 기독교나 똑같은거 같음,
유저1: 이제 남자 다 씨말려 죽이려고 하냐? 아예 한국남자 다 고소넣지 그래?,
유저1: 못생기고 능력없어서 결혼하고싶어도 못하는 것들이 비혼이 답이란다 ㅋㅋㅋㅋㅋㅋㅋㅋ응 너넨 자동 비혼~","성희롱/혐오,중립,성희롱/혐오"
1015,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 대통령 욕하는 사람들은 다들 쪽바리 알바야? 나도 알바시켜줘 나 잘할수 있어!,
유저0: 하니 소유 이쁘네","성희롱/혐오,중립"
1016,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 헐 미쳤다 겁나 이뿨...엔젤이다,
유저1: 시댁에서 십원짜리 하나 안받고.안간갑니다.시어머니 완전 단순.무식.저한테 야.야.라고 하시져.저런부모 밑에서 울신랑참 잘컷다 생각함.,
유저2: 한국에서 활동하는 중국애들 보이콧하자,
유저1: 문씨 되고 미세먼지 많아진거모르는 무뇌들 많구먼~화력발전소 옆으로 청와대옮겨라,
유저0: 강우현가족이 위기에놓인게아니라 고동국가족이 위기에 놓였음을 드러냈겠지.기자님??,
유저3: 그래서 어쩌라고 어린놈 새끼가..,
유저3: 남자도 입자 남자도 편할 권리가 있다","중립,중립,성희롱/혐오,성희롱/혐오,중립,욕설/비하/모욕,중립"
1017,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 2:57:56
유저1: ㅓㅓㅑ
유저1: 42: 42:38
유저1: 42: 42:45
유저1: My 43:36
유저1: ??
유저1: N n  &?? 0:06 0:06
유저1: Uj ㅔㅑㅑ
유저1: ㅓㅑㅅ
유저2: B  b   b  b b    bb b   b  bbb      bb     b         b b  b     b b bb     b   b  bb b b  b b  bb   b bbb  bb         b  b  b bb  bb   b     bbbb   b  b bbb  b       b      b      b bbbb    b   b     b b      b   b bb  bbb  b  b     b    bb    b b b  b b b     bbb       b b bb    bbb b  b bbb        b bb    b b   b      b  b    b  b        b b      b b bb b           b b b   b        bb       b     b bb  bb  b b     b       bb  b b      b    b b   bbbb b b b  bbb      b   b b	","중립,도배/스팸,도배/스팸,도배/스팸,도배/스팸,도배/스팸,도배/스팸,도배/스팸,도배/스팸,도배/스팸"
1018,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 저번주는 오프닝을 30분 잡아먹어서 넘 지루했는데 오늘은 편집이 좀 좋았어요 재미도 있었고 다음주가 선미 주이도 나오고 이종범도 나오고그러니 오늘보다는 더 잼날듯. 아마도 2주분 지나서 새 임씨가 섭외될텐데 상큼한 여자 엠씨나 이상엽씨로 좀 ㅎㅎ,
유저1: 전라도 미모,
유저2: 옛날에 저런 영화 잇엇는데 뭐엿지??여자가 미모에 너무 집착하 나머지 온통 다 뜯어고쳐서 나이 60 넘어도..20대처럼 보엿는데 어는순간 부작용으로 한방에..고개가 360도 돌아가고 팔다리리도 다 뜯어져서결국 해괴한 몰골로 죽는 내용이엇는데....요자들의 허영심을 잘 그린 수작으로 평가받고. 당시에 아카데미 여우주연상과 각본상 등을 받음.,
유저1: 기독교자체가 원래 이단이다,
유저2: 멋있다~~^^ 화이팅!!,
유저2: 실명 안밝힐꺼면 쓰지도마 관심 없으니까","중립,중립,중립,성희롱/혐오,중립,중립"
1019,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 졸라 개밉상 김영희",욕설/비하/모욕
1020,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 연예계는 은퇴해라 다보이는짓들 그만하고 일반인들은 아파도 참고 죽고싶어도 참고 이년 버티는데 저렇게 빼놓고 쉽게 돈만 벌라고 하고 진짜 양아치 같이 보인다.,
유저1: 레드벨벳이 김정은만난걸 영광이다라고말하던데 김정은이 북한주민들한테 무슨짓을했는지 알고나있나 너무철부지다,
유저1: 뭔데 누군데?,
유저2: 탑배우가 몸이 재산인디 오천만원 없어도되니몸에 저런상처 없고 싶것지~,
유저0: 다음 생에는 착한 사람으로 사시길.,
유저1: 동네 구멍가게 사업가인가 눈이 없네 ㅉㅉ,
유저0: 프로필사진 모임? ..징그러..이상해..,
유저3: 돼지가 말 등짝에 올라탔네 와~~ 개신기하다~","욕설/비하/모욕,중립,중립,중립,중립,중립,성희롱/혐오,중립"
1021,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 이두년놈들방송에내보내지마라뒤죽던가말던가암유발되는년놈들이다,
유저0: 쪽빠리 색껴 넌 끝,
유저1: 언플너무심하네 요즘재밌는영화없어서 봤더니 뻔하고지루하고 감정오버스럽고 오글느끼하던데‥손예진 떨리는 목소리톤도 거슬리고ᆢᆢ언플그만좀해라 이렇게 매일도배되는 영화홍보첨본다","욕설/비하/모욕,욕설/비하/모욕,중립"
1022,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 간단하네 일벌리고 정신장애라고 하면 끝",중립
1023,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 염병 ㅋㅋㅋ",욕설/비하/모욕
1024,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 재결합 요구^^,
유저0: 노~~망 난 늙은이들 세상 시끄러우니 빨리 주구세요,
유저0: 여자비율 42퍼 달빛 창련들 출동 했네 드루킹들","중립,성희롱/혐오,욕설/비하/모욕"
1025,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 뫠퇘지들 많이 몰려왔네,
유저0: 지저분하게 생긴 여자가 말도 지저분하게 했구나,
유저1: ㅈㄹ하네 ㅂ ㅅ아 ㅋㅋ문빠색히,
유저1: 운전수란 단어에 틀아재의 발악을 유추할수있죠. 그럼이만","성희롱/혐오,성희롱/혐오,욕설/비하/모욕,성희롱/혐오"
1026,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 개신교가 목사들의 온갖추태에 사이비가 부흥하는구나,
유저1: 내새끼 다이쁘지 남이새끼 시끄럽고 시끄러워 죽겠네,
유저2: 급이 다른 미모 최지우도 남편도 좋겠다 부럽 유독 아름다운 신부 같다,
유저3: 황미나 이년 너 뜨려고 순진한 종민오빠 이용해먹고 버리면 혼난다,
유저4: 난 이상하게 얘는 가식적으로 보이더라... 얘는 기사가 엄청 뜨고 프로그램 영상도 얘 위주로 방송되고.... 되게 반감생긴다..... 눈물이나 웃음도 되게 가식적이야 예쁜척 하는 것처럼 보인다....,
유저1: 흉악범죄 습새기들 면상 신상 다 까라 왜 가려주는거야 도대체,
유저4: 찌질한 새끼 인정 씹ll년도 인정,
유저2: 가짜 사기꾼 유공자 이해찬빨.갱이를 언급하노?,
유저4: 고맙냐?,
유저5: 어떤 개새가 섭외하냐?이름좀 공개해라. 피디가 하냐?","성희롱/혐오,중립,중립,욕설/비하/모욕,중립,욕설/비하/모욕,욕설/비하/모욕,성희롱/혐오,중립,욕설/비하/모욕"
1027,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 이상우 한지혜 배우 앞으로 연기 기대가 됩니다 드라마 재밌을것 같아요,
유저0: 성형시대다","중립,중립"
1028,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 어리고 이쁘니까 임신 잘 되네. 30대 노처녀들 부들부들 ㅋ,
유저0: 사람 배려심 없는 피디에 표절의혹에도 뻔뻔하게 대응했던 홍자매 각본이라 애초에 기대도 없었지만 사람 크게 다쳐나가는걸 보니 정말 화난다. 종영하고 배우 스텝들은 다음작에서 크게 흥했으면 좋겠다.","성희롱/혐오,중립"
1029,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 짱이다군무 맞아서 엄청놀람 안어설프고 겁나 웃기고 신선해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
유저0: 하하 이새낀 못배웠다쳐도 한수민은 의사라는사람이,
유저1: 핵돼지 엄청 빨다가 똥독오른분... 개고생...,
유저1: 개살인자새끼네","중립,욕설/비하/모욕,성희롱/혐오,욕설/비하/모욕"
1030,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 병원 의자에서 둘이 손가락 닿는거 보고 심장이 쿵 했다 별거 아닌데,
유저0: 좌파들은 사이비 사기꾼 알면서 ㅋ,
유저0: 여기 못생겼다고 글남긴 좌빨달창생끼들 제발 다 고소해주세요 캡쳐해서 보냅니다^^,
유저1: 지은 죄값을 달게 받아야지 벌써부터 빨리 나갈 방법을 찾나...한심하다,
유저0: 고현정이잘했던잘못했던이런사태까지오게만든것은책임을져야된다좋게글을다는사람들의정채는모르겠지만시청자로써용서가안된다고현저미라는배우를앞으로내개인적으로다시는안보고싶다내가보는드라마가다시는이런배우가없길기대한다,
유저2: 성형 표본?ㅎ","중립,성희롱/혐오,욕설/비하/모욕,중립,중립,중립"
1031,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 스윙스 임보라 둘다 사진빨 오졌다ㅋㅋㅋ 사기수준의 셀카ㅋㅋㅋㅋ,
유저1: 여자가 잘못했으니 쳐맞은거지 남자들은 절대로 이유없이 폭력을 행사하진않는다,
유저1: 신천지땜에 거지나라 되네","중립,성희롱/혐오,성희롱/혐오"
1032,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 단어에 갇혀있지 말고 좀 봐라,
유저1: 이나영 얼굴 왜케 작음,
유저1: 또이혼하면 둘다 삼혼인가요? ㅋㅋㅋㅋ,
유저0: 미의기준은 뚱뚱으로 바꿔야한다구욧!!!,
유저0: 무한도전은 무모한도전부터 전진까지 재밌었지,
유저2: 정치 이슈 많은데, 이거하나로 다 덮히네?","중립,중립,중립,중립,중립,중립"
1033,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 문재앙님 정치나좀 똑바로해주세요 제발..,
유저0: 민주당에 퇼려고 별뱔짓 다하는 사람들 천지,
유저1: 틀딱 냄새 난다ㅋㅋ,
유저1: 사람 욕심은 끝이 없구나.. 그 예쁜 얼굴 다 어디로 갔노.. 아타깝네...,
유저2: 대사가 찰져 기대되요,
유저2: 와.. 평양에 싸이도 데려가지...","성희롱/혐오,중립,성희롱/혐오,중립,중립,중립"
1034,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 청소아줌마나 마트아줌마들조차 저렇게 불매하는데 배웠다는 인간들이 친일파짓 하고 있으니,
유저1: 전라도. 청와대에 격리 수용해라. !!!!,
유저2: 피부관리 좀 하자. 축축 쳐져서 보기 거북하더라,
유저3: 애들아 이년 욕하면 페미니스트 워마드 쿵쾅이한테 좌표찍힌다 조심해라~","중립,중립,성희롱/혐오,욕설/비하/모욕"
1035,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 엄청쿵쾅거리네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
유저0: 쿵쾅쿵쾅ㅋ,
유저0: 쪽빠리당 현정권 아베세끼와 연합하여 파괴시도중,
유저0: 얼굴이 ,,,턱도 송곳턱이고,
유저0: 목사는 무슨 ㅋㅋㅋ 돈냄새 맡고 예수팔이하는 쓰레기지. 죽으면 지옥행 1위 예약,
유저1: 지들ㅇㅣ 나가믄되지 누구보고 퇴출타령,
유저0: 박보검나웃겨 이딴자막이나 쓸때 망할줄 알았다 ㅋㅋㅋ,
유저1: 사이비 이단이랑 손잡은 정치...,
유저1: 일본애들 한국행 2 우리나라 일본행 6","성희롱/혐오,중립,욕설/비하/모욕,중립,성희롱/혐오,중립,중립,성희롱/혐오,중립"
1036,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 이 사건 군사법원으로 이첩가능한가,
유저1: 조작사기단sm 구걸거지 각종시상식조작 실검조작과 방송꽂아넣기 여론조작등으로 브렌드평판,각조사까지 조작.언론에 돈뿌려 기사수십개쏟아내고 댓글알바들이 포장해 여론날조하고 방송프로다시보기 사재기로 각포탈등 방송프로 인기순위 조작,온갖 조작으로 대중속인든데도 조작사기단 sm구걸거지 조사없는 문재인 각종비리와 조작으로 방송 문화 경제등 싹다말아먹고 쇼만하는 문재인 적폐 탄핵시켜야한다.,
유저2: 이걸 정부탓하네 친일쪽바리새기들 일본후쿠시마로 가라 한국에서 숨쉬는거 아깝다,
유저2: 김치는잘담구나?ㅋㅋㅋ 활발한활동은 못할듯 별로보고싶지가..,
유저2: 사진 누가 찍었는지 더럽게 못 찍네저 길고 늘씬한 사람을 숏다리 대두로 보이게 찍어놨네,
유저2: 사람들 빡쳤나보네 현실이 원래 저래 그러니깐 돈 많이 벌어라,
유저3: 솔직히 지금 무도 보다 강성태 10분짜리 유튜브 영상이 더 재밌을듯 ㅋㅋ","중립,성희롱/혐오,욕설/비하/모욕,중립,중립,중립,중립"
1037,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 그래 이리 예쁜사람이였는데역시 최고의 성형은 다이어트",중립
1038,0,"이것은 각 유저가 채팅을 입력한 맥락이 악성인지 판단하는 분류기이다.
유저의 각 채팅은 맥락에 따라 분류된다.
분류는 (욕설/모욕/위협, 성희롱/혐오, 도배/홍보, 중립) 이다.
각 분류에 대한 우선순위는 (욕설/모욕/위협 > 성희롱/혐오 > 도배/스팸 > 중립) 으로 중립이 가장 낮다.
분류기에 의하여 각 채팅에 대한 분류를 출력한다.
유저0: 오징어 동년배보다 예쁜누나가 훨씬 낫다 늙어도 예쁘다. 유전자는 변하지 않음ㅋ,
유저1: 문재인 지지자,
유저1: 김학노, 윤동영, 이영성 - 60살 먹은 좌빨 꼰대 3인방.,
유저1: 한국에 203040 애엄마들은 그냥 90%이상 쓰레기라고 보시면 이해가 빠르실꺼예요.,
유저1: 이와중에 1빠 ㅋㅋㅋ,
유저2: 탑 얼굴에서 박지원 오버랩되는 이유 좀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
유저1: 나래와 기안84만..이루어지면..됨..ㅋㅋㅋㅋ사겨라..","성희롱/혐오,중립,성희롱/혐오,성희롱/혐오,중립,중립,중립"
